chunk_id,company,year,heading,text,stance
c54331b56526c97f,google,2020,Tech hires,"Our focus on hiring more women in tech is having meaningful results. In 2018, global women tech hires increased to 25.7% (+1.1 ppts), continuing the positive trend we’ve seen since 2015. In this four-year period, women tech hires have increased from 22.1% to 25.7% (+3.6 ppts). We also saw solid progress in Black+ and Latinx+ tech hires: Latinx+ tech hires increased to 5.3% (+0.4 ppt), and Black+ tech hires increased to 2.8% (+0.2 ppt). Both Black+ and Latinx+ tech hiring have increased since last year and are contributing to gains in representation.",
94fca6adfa7ef5b0,netflix,2024,GREAT AND ALWAYS BETTER,"Netflix has come a long way since we mailed our first DVD in 1998. But we're nowhere close to where we want to be in the future. It’s why we care so much about the Dream Team, putting people over process and creating an environment where everyone feels a sense of responsibility to make us better. We believe this approach is the surest path to excellence and long term success. It’s also why we constantly seek to improve our culture, not preserve it. Every new employee helps shape how we work — finding new ways to accomplish more together. This creates a better experience for our members, employees, creators and partners, which in turn propels our long term growth and success. It’s how we entertain the world and build a wildly successful business. As he has since our first culture deck was written in 2009, Antoine de Saint-Exupéry, the author of The Little Prince, shows us the way: If you want to build a ship, don't drum up the people to gather wood, divide the work, and give orders. Instead, teach them to yearn for the vast and endless sea. 1 The “keeper test” name came from our co-founder, Reed Hastings, who remembers catching a fish as a child and his dad saying, “That’s a keeper, Reed!” 2 As of Q1 2024 ~260 million households subscribe to Netflix. Assuming ~2 people per household — which is conservative — that means our audience is over 500M.",
d9f7ad0496d86278,shopify,2025,Accept our mission,Commerce is a powerful expression of free speech. We use it to cast a vote with every product we buy. You need to care deeply about your work towards our mission to make commerce better for everyone not just those you agree with.,
d12f719301a80637,google,2019,1. Extending D&I,"First, the responsibility and work to achieve a more diverse and inclusive Google is shifting from a primarily People Operations and grassroots-led model, to one of shared ownership with Google’s most senior leaders. Google’s leaders are focused on, and committed to, accelerating our progress.",
a92cc50ca47aa67d,palantir,2025,,"We are working to build a future in which public institutions, commercial enterprises, and non-profit organizations can use data to function as they were designed—to fulfill the mandates with which they’ve been entrusted, to deliver value to customers, and to distribute aid to those most in need.",
b1c4b950f60acd42,starbucks,2015,COMMUNITY,"Starbucks Community Stores program supports local non-profit organizations in their efforts to provide the training and education that can eradicate the cycle of poverty for this generation of young people. Since opening our first Community Store in 2011, Starbucks has opened eight stores and raised over $900,000 toward local non-profits focused on providing opportunities to young people in those communities. The Community Stores model creates a reliable stream of resources for the non-profit organization, raises awareness of their work, and creates a space for community dialogue and engagement. In 2014, Starbucks added its second international location, in Seoul, Korea as well as two Military Community Stores to support transitioning veterans in the United States in Lakewood, Washington and San Antonio, Texas. Coming together in service represents a fundamental act of citizenship. In 2014, Starbucks worked with nonprofit organizations to bring our partners, customers, and community leaders together to contribute more than 520,000 hours of volunteer service around the world. During Starbucks fourth annual Global Month of Service in April, nearly 60,000 volunteers contributed over 232,000 hours in more than 30 countries. Altogether, the projects benefitted an estimated 1.4 million people with a value of $5.2 million for our communities. Although the total number of hours in 2014 decreased slightly over the previous year, we’ve also seen some encouraging trends. For every one hour contributed by a Starbucks partner, nearly two hours came from a customer. Our partners’ ability to bring their customers along on the journey to improve communities is one way we believe we are able to have a bigger impact.",
9c1526b4fba36111,apple,2025,We’re working toward a future in technology that is more diverse.,"Hardware technology is at the heart of innovation at Apple. And a big part of innovation involves including different perspectives. So the people building Mac, iPhone, and other products are working to build even more diverse teams. In 2018, Apple in Israel started working with ASAL Technologies in the Palestinian Authority (PA). Through that partnership, five engineers were initially recruited to work at the Rawabi R&D center. Now there are more than 80 engineers — and that number is growing. “ This work benefits not just the employees themselves, but the community and economy as a whole.” For locals like Deema Omar of Hardware Technologies, Israel, these efforts are opening doors and breaking barriers. “As an Arab, this is a strong statement from Apple to bring people together. I’m very happy and proud to hear that Apple is investing in this initiative. I speak about it as a great representation of Apple’s investment in inclusion and diversity.” Blechman says: “This makes people of all backgrounds feel proud to work for an organization that stands for its values. Apple as an organization has decided to be intentionally inclusive, and this work demonstrates that.”",
b0c10e55a5b6c82d,palantir,2022,,"We seek out the most critical problems we can find—the ones that pose threats not only to many of the world’s most important institutions, but to the people they serve as well. Some institutions have the resources to pay for our products, and some don’t. Whatever the situation, our approach with all our clients is the same: to establish a partnership that transforms the way they use data in pursuit of their goals.",
f14d66380238787b,palantir,2019,Where We’re Going,"Organizations around the world are using Palantir to help them do their most important work. With Palantir, investigators are uncovering human trafficking rings, finding exploited children, and unraveling complex financial crimes. Humanitarian response organizations are directing resources more effectively to communities affected by natural disasters. Prosecutors are building stronger cases against insider traders. Public health officials are tracking and containing the spread of deadly diseases. Information security specialists are defending against the theft of intellectual property, while oversight authorities are auditing user activity to protect sensitive data from misuse or abuse. And this is just the beginning. We are working to build a future in which public institutions, commercial enterprises, and non-profit organizations can use data to function as they were designed—to fulfill the mandates with which they’ve been entrusted, to deliver value to customers, and to distribute aid to those most in need.",
3dadf29e4faa6228,palantir,2022,,Organizations around the world are using Palantir to help them do their most important work.,
1f0c8bf539742e57,google,2019,Attrition index by race / ethnicity,"* Native American includes Native Americans, Alaska Natives, Native Hawaiian and Other Pacific Islanders as categorized by U.S. government reporting standards When we examine U.S. attrition data at the intersection of race and gender, we see that: The greatest improvements in attrition were for Black+ employees. This was largely driven by Black+ men who saw improvements across both tech and non-tech roles. The lower-than-average attrition rate for women held across all racial groups except for Native American+ employees. In tech, we saw large improvements for Black+ and Latinx+ women with attrition shifting from well above the Google average to well below the Google average. Outside tech, we see a lower-than-average attrition rate for women in all racial groups.",
6191985f0fb16a2e,netflix,2017,Dream Team,"Being on a dream team is not right for everyone, and that is OK. Many people value job security very highly, and would prefer to work at the many companies whose orientation is more about stability, seniority, and working around inconsistent employee effectiveness. Our model works best for people who highly value consistent excellence in their colleagues. To help us attract and retain stunning colleagues, we pay employees at the top of their personal market. We make a good-faith estimate of the highest compensation each employee could make at peer firms, and pay them that max. Typically, we calibrate to market once a year. We do not think of these as “raises” and there is no raise pool to divide up. The market for talent is what it is. We avoid the model of “2% raise for adequate, 4% raise for great”. Some employees’ market value will rapidly rise (both due to their performance and to shortage of talent in their areas) while other employees may be flat year-to-year, despite doing great work. At all times, we aim to pay all of our people at the top of their personal market. Note that if our company experienced financial difficulty, we wouldn’t ask our employees to accept less pay. A sports team with a losing record still pays top of personal market for the players they hope will get them back into a winning position. On the other hand, if the company does well, our broadly distributed stock options become quite valuable.",
c9fff5f7d3c47489,palantir,2025,,"Palantir technology powers mission-critical, real-world decisions across industries, helping operators to prevent wildfires, distribute vaccines, staff nurses, improve road safety, and more. Build the future with us.",
439de9070a16ec5e,palantir,2026,,"We built Palantir to ensure the future of the West, not to tinker at the margins.",
01e288126974bbdc,starbucks,2021,Community,"Across the globe, we serve to strengthen each community we are part of by being the neighbor every neighborhood wants.",
7aae434652c99e28,palantir,2021,We go where we’re needed most,"We are engineers on a mission. We seek out the most critical problems we can find—the ones that pose threats not only to many of the world’s most important institutions, but to the people they serve as well. Some institutions have the resources to pay for our products, and some don’t. Whatever the situation, our approach with all our clients is the same: to establish a partnership that transforms the way they use data in pursuit of their goals.",
dc4d99537050cbc6,google,2024,How we’re making progress on our representation goals,"As of 2021, we've reached our goal of improving leadership representation of Black+, Latino+, and Native American+ Googlers by 30% , and we're on track to double Black+ representation throughout our U.S. offices by 2025. As we work towards our representation goals, we're focusing on more than just hiring. Our recruiting leads are working closely with internal groups like the Black Googler Network to improve hiring, progression, and retention for underrepresented groups at Google. We're launching new onboarding programs for all Black Googlers, and doubling down on our commitment to support Googlers of color through expanded mental health resources, and through internal mentorship programs like Stay and Thrive . We're driving allyship and holding leaders accountable by incorporating diversity, equity, and inclusion into performance reviews for all vice president+ levels. We're also focusing on hiring more employees of color in key growth sites , and we're working with external partner organizations and Minority Serving Institutions in order to strengthen pathways to careers in tech for those historically excluded from the industry.",
af3008f486bbd04c,google,2019,Workforce representation,"* Native American includes Native Americans, Alaska Natives, Native Hawaiian and Other Pacific Islanders as categorized by U.S. government reporting standards Representation of women in our global workforce increased by 0.7 ppt year over year. In the U.S., representation of Black+, Latinx+, and Asian+ employees increased by 0.3 ppt, 0.4 ppt, and 1.7 ppts, respectively, while the representation of Native American+ employees remained stable and representation of White+ employees, our largest racial demographic group at Google, decreased. The shifts in gender representation were most notable in tech, whereas increases in race/ethnicity representation were more notable in non-tech. In tech, representation for women increased to 22.9% (+1.5 ppts) globally. In non-tech, representation for women increased slightly to 50.7% (+0.5 ppt) in the U.S. and to 47.9% (+0.1 ppt) globally.",
7476f5ede66db5db,netflix,2021,Dream Team,"A dream team 1 is one in which all of your colleagues are extraordinary at what they do and are highly effective collaborators. The value and satisfaction of being on a dream team is tremendous. Our version of the great workplace is not great gyms, fancy offices, or frequent parties. Our version of the great workplace is a dream team in pursuit of ambitious common goals, for which we spend heavily. It is on such a team that you learn the most, perform your best work, improve the fastest, and have the most fun. To have an entire company comprise the dream team (rather than just a few small groups) is challenging. Unquestionably, we have to hire well. We also have to foster collaboration, embrace a diversity of viewpoints, support information sharing, and discourage politics. The unusual part is that we give adequate performers a generous 2 severance package so that we can find a star for that position. If you think of a professional sports team, it is up to the coach to ensure that every player on the field is amazing at their position, and plays very effectively with the others. We model ourselves on being a team, not a family. A family is about unconditional love, despite, say, your siblings’ bad behavior. A dream team is about pushing yourself to be the best teammate you can be, caring intensely about your teammates, and knowing that you may not be on the team forever.",
ba75dbf7b322ab8f,coinbase,2025,Welcome to Coinbase.,"Our mission is ambitious and important. We don’t engage in social or political activism that is unrelated to our mission while at work. We seek to make the workplace a refuge from division, so we can stay focused on making progress toward the mission. To attract top talent around the world and embrace decentralization, all full-time employees can work remote. Prefer an office? We also offer exceptional work spaces around the world. Employees also gather for in-person events at least 4 times a year. We have high expectations for performance and delivering results, and thrive as a team of individual star performers. Outperformance is met with outsized reward. Unremarkable performance gets a generous severance package.",
77b9708e74af5c39,palantir,2020,Where We’re Going,"Organizations around the world are using Palantir to help them do their most important work. With Palantir, investigators are uncovering human trafficking rings, finding exploited children, and unraveling complex financial crimes. Humanitarian response organizations are directing resources more effectively to communities affected by natural disasters. Prosecutors are building stronger cases against insider traders. Public health officials are tracking and containing the spread of deadly diseases. Information security specialists are defending against the theft of intellectual property, while oversight authorities are auditing user activity to protect sensitive data from misuse or abuse. And this is just the beginning. We are working to build a future in which public institutions, commercial enterprises, and non-profit organizations can use data to function as they were designed—to fulfill the mandates with which they’ve been entrusted, to deliver value to customers, and to distribute aid to those most in need.",
df619ada9275976d,amazon,2018,Education & Career Development,"In our fast-paced environment, learning from peers is critical. Play the video to learn more about Amazon Women in Engineering.",
699ac9a3be9257b8,starbucks,2023,core/paragraph,"<p>Columbus is one of five U.S. cities chosen to participate in this initiative along with Sacramento, Orlando, Baltimore and Phoenix. Over the course of the year, each of these cities will host community meetings to find ways to create pathways to employment and education for youth and returning veterans.</p>",
8c97a92d5231d83e,hubspot,2024,Your best work starts here.,"When people ask what it's like to work at HubSpot, you’ll usually hear the same few sentiments.",
0875116358e5ebf1,apple,2022,"In the last year, we made progress toward more inclusive leadership by bringing people into Apple and hiring from within.",Data measured between January 2020 and December 2020. 43 % Open leadership roles filled by people from URCs in the U.S. 29 % Open R&D leadership roles filled by people from URCs in the U.S. 37 % Open leadership roles filled by women globally 26 % Open R&D leadership roles filled by women globally,
605ec867df841ec2,hubspot,2022,What employees are saying.,"Thanks to HubSpotters’ feedback and reviews over the years, we’ve been lucky to be named a great place to work globally. #2 Best Place to Work in 2022 by Glassdoor",
23f4d0b1c8a28713,netflix,2019,Context Not Control,"We want employees to be great independent decision makers, and to only consult their manager when they are unsure of the right decision. The leader’s job at every level is to set clear context so that others have the right information to make generally great decisions. We don’t buy into the lore of CEOs, or other senior leaders, who are so involved in the details that their product or service becomes amazing. The legend of Steve Jobs was that his micromanagement made the iPhone a great product. Others take it to new extremes, proudly calling themselves nano-managers. The heads of major networks and studios sometimes make many decisions in the creative process of their content. We do not emulate these top-down models because we believe we are most effective and innovative when employees throughout the company make and own decisions. We strive to develop good decision-making muscle everywhere in our company. We pride ourselves on how few, not how many, decisions senior management makes. We don’t want hands-off management, though. Each leader’s role is to teach, to set context, and to be highly informed of what is happening. The only way to figure out how the context setting needs to improve is to explore a sample of all the details. But unlike the micro-manager, the goal of knowing those details is not to change certain small decisions, but to learn how to adjust context so more decisions are made well. There are some minor exceptions to “context not control,” such as an urgent situation in which there is no time to think about proper context and principles, when a new team member hasn’t yet absorbed enough context to be confident, or when it’s recognized that the wrong person is in a decision-making role (temporarily, no doubt).",
858848d6fe2dc417,basecamp,2024,5. Implied consensus,"“Because we talked about it in the chat room, everyone who needs to know now knows”. You know how it goes — people talk about some work in the chat room and nobody objects. That leads people to assume everyone read that discussion and agreed. Except that they weren’t, or they didn’t. Decisions get made without people’s consent because they weren’t there at the very moment it was discussed. This ties back to many of the points above — “right now” is rarely the moment to both have the discussion and come to a conclusion.",
08a0379b0065c877,coinbase,2025,Welcome to Coinbase.,"Our mission is ambitious and important. We don’t engage in social or political activism that is unrelated to our mission while at work. We seek to make the workplace a refuge from division, so we can stay focused on making progress toward the mission. Most of our roles are remote-first, with in-office requirements noted when applicable. As a remote employee, you'll be asked to join periodic in-person events. We believe flexibility boosts productivity, while in-person collaboration drives innovation. We have high expectations for performance and delivering results, and thrive as a team of individual star performers. Outperformance is met with outsized reward. Unremarkable performance gets a generous severance package.",
c31fc20cd589852a,github,2018,The future,Every Hubber has a stake in the future success of GitHub with stock option grants. For full time employees we offer competitive 401k planning with a dollar-for-dollar company match of up to 4% of your year-to-date salary.,
303d78d54d67ca55,netflix,2020,Summary,"As we wrote in the beginning, what is special about Netflix is how much we: share information openly, broadly, and deliberately are extraordinarily candid with each other keep only our highly effective people",
dca35cb891459617,gitlab,2022,Build connections around the world.,"GitLab Contribute: Our GitLab Contribute events help us build friendships in places like Austin, Mexico, Greece, South Africa and New Orleans. Visit co-workers: Travel grants help us visit team members near and far. Coffee Chats: We build personal connections every day with virtual coffee chats.",
af252096bcc4e512,meta,2011,Paid Parental Leave and Baby Cash,"Facebook offers all eligible full-time, U.S. employees up to 4 months of Paid Parental Leave to attend to the birth or adoptive placement of your child. While an employee is on Paid Parental Leave, Facebook will continue your health benefits, stock vesting, 401 (k), gym membership and Purple Tie as if you had continued to work full-time. Facebook also will provide $4,000 baby cash to all new custodial parents who are full-time U.S. employees at the time of birth or placement.",
365a773d8afd6137,palantir,2026,,"We built Palantir to ensure the future of the West, not to tinker at the margins. On the factory floor. In the operating room. Across the battlefield. We build with consequence.",
74d8a1eaae3c585e,amazon,2026,,"Amazon is proud of our ability to create great jobs with great benefits for all employees. Upskilling We are making two big investments to help make that happen: investing in employees and providing free skills training opportunities to the public. Inclusive experiences and technology We’re in this together—reaching across cultures—creating global tech innovations that bring us together in new and exciting ways. Tours Come experience Amazon in person! We offer free public tours to show what happens behind the scenes in Amazon robotics fulfillment centers around the world. Safety Safety is integral to everything that we do at Amazon—every day, in every operation, across every country. Our workforce data We track the representation of our workforce because we know that diversity helps us build the best possible customer experiences and products for our globally diverse customer base.",
b802c400d395da7d,google,2019,Community inclusion,"Intersectionality: The State of Black Women Summit When we reviewed last year’s representation data intersectionally, in combination with employee sentiment, we saw Black+ women were not experiencing Google as positively as other groups. We decided to invite all Black+ women employees from around the world to meet at our headquarters for a State of Black Women Summit. Objectives for the event were to build community, share human stories behind the trends we saw in the data, and align on a collective agenda to accelerate change. Over 70% of Black+ women employees attended the summit, which included an honest discussion on our workforce and culture, and a meaningful Q&A session with Google’s CEO, Sundar Pichai. The result has been an ongoing conversation about the urgency of improving diversity, equity, and inclusion at senior leadership levels, and specific proposals around retention and talent development within our 2019 strategy. We are scaling the impact of the State of Black Women Summit by empowering ambassadors to run local site programs to build community for Black+ women at Google. We’re hosting a second, expanded State of Black Women Summit in 2019, and applying what we learned to create a Latina summit later this year.",
66b9df969e54e1b7,palantir,2026,,"Tech culture has fallen into shallow consumerism, lacking a greater purpose. Too few in Silicon Valley have asked what ought to be built — and why.",
7dd5d8b8b57c599d,coinbase,2024,Welcome to Coinbase.,"Our mission is ambitious and important. We don’t engage in social or political activism that is unrelated to our mission while at work. We seek to make the workplace a refuge from division, so we can stay focused on making progress toward the mission. To attract top talent around the world and embrace decentralization, all full-time employees can work remote. Prefer an office? We also offer exceptional work spaces around the world. Employees also gather for in-person events at least 4 times a year. We have high expectations for performance and delivering results, and thrive as a team of individual star performers. Outperformance is met with outsized reward. Unremarkable performance gets a generous severance package. Crypto moves fast and so do we. For many, it's the most intense place we’ve ever worked. To sustain productivity over the long term, we take rest seriously too. We offer flexible leave policies, and two pairs of recharge weeks and recharge days annually.",
228dc68bc05247a1,coinbase,2026,Apolitical,"Our mission is ambitious and important. We don’t engage in social or political activism that is unrelated to our mission while at work. We seek to make the workplace a refuge from division, so we can stay focused on making progress toward the mission.",
b9a6ebed8ab07404,netflix,2019,Netflix Culture,"Entertainment, like friendship, is a fundamental human need; it changes how we feel and gives us common ground. Netflix is better entertainment at lower cost and greater scale than the world has ever seen. We want to entertain everyone, and make the world smile. This document is about our unusual employee culture. Like all great companies, we strive to hire the best and we value integrity, excellence, respect, inclusivity, and collaboration. What is special about Netflix, though, is how much we: share information openly, broadly, and deliberately are extraordinarily candid with each other keep only our highly effective people Our core philosophy is people over process . More specifically, we have great people working together as a dream team . With this approach, we are a more flexible, fun, stimulating, creative, collaborative and successful organization.",
acf0e4f54c5591a9,stripe,2020,The Stripe service,"Through the tools that we build, we want to push the world to create better products and services. We try to take a broad view of what our work adds up to and believe in taking seriously the full long-term consequences of what we create. We won’t just climb the profit gradient. While we’re opinionated in determining what to build, we strive for neutrality in deciding who gets access to the results. That means you will not agree with the values or goals of every Stripe customer. If you voted in the last U.S. presidential election, we processed almost all donations for the other candidate: every major campaign in 2016 ran on Stripe. We think that it is a positive good to increase access to financial infrastructure, irrespective of the customer, so long as the business is operating within the laws of their jurisdiction. We have a variegated team and our values as a company are not simply the union of our values as individuals. Within our core principles, individuals with many different sets of values are welcomed.",
787fee89249ee0ae,palantir,2024,,"At our offices around the world, we’ve assembled a team that combines practical expertise in distributed systems infrastructure, big data processing, user experience design, and data science. Whatever their role, each Palantirian combines an uncompromising engineering mindset with an unwavering focus on executing in service of the mission.",
f5f5d4d5cdedc82a,netflix,2021,Freedom and Responsibility,"In many organizations, there is an unhealthy emphasis on process and not much freedom. These organizations didn’t start that way, but the python of process squeezed harder every time something went wrong. Specifically, many organizations have freedom and responsibility when they are small. Everyone knows each other, and everyone picks up the trash. As they grow, however, the business gets more complex, and sometimes the average talent and passion level goes down. As the informal, smooth-running organization starts to break down, pockets of chaos emerge, and the general outcry is to “grow up” and add traditional management and process to reduce the chaos. As rules and procedures proliferate, the value system evolves into rule following (i.e. that is how you get rewarded). If this standard management approach is done well, then the company becomes very efficient at its business model — the system is dummy-proofed, and creative thinkers are told to stop questioning the status quo. This kind of organization is very specialized and well adapted to its business model. Eventually, however, over 10 to 100 years, the business model inevitably has to change, and most of these companies are unable to adapt. To avoid the rigidity of over-specialization, and avoid the chaos of growth, while retaining freedom, we work to have as simple a business as we can given our growth ambitions, and to keep employee excellence rising. We work to have a company of self-disciplined people who discover and fix issues without being told to do so. We are dedicated to increasing employee 3 freedom to fight the python of process. Some examples of how we operate with unusual amounts of freedom are:",
db530052377ea053,netflix,2022,Dream Team,"Being on a dream team is not right for everyone, and that is OK. Many people value job security very highly, and would prefer to work at companies whose orientation is more about stability, seniority, and working around inconsistent employee effectiveness. Our model works best for people who highly value consistent excellence in their colleagues. To help us attract and retain stunning colleagues, we pay employees at the top of their personal market. We make a good-faith estimate of the highest compensation each employee could make at peer firms, and pay them that maximum. Typically, we calibrate to market once a year. We do not think of these as “raises” and there is no raise pool to divide up. The market for talent is what it is. We avoid the model of “2% raise for adequate, 4% raise for great”. Some employees’ market value will rapidly rise (due both to their performance and to a shortage of talent in their areas) while other employees may be flat year-to-year, despite doing great work. At all times, we aim to pay all of our people at the top of their personal market. Note that if our company experienced financial difficulty, we wouldn’t ask our employees to accept less pay. A sports team with a losing record still pays top of personal market for the players they hope will get them back into a winning position. On the other hand, if the company does well, our broadly distributed stock options become quite valuable.",
78f2bc50a8ae463d,shopify,2023,"Be in the driver seat, not a passenger",Ownership is celebrated above all else here. Everyone makes their own decisions about defining the right work. We seek people who step up and take responsibility. Our culture operates on high trust and trades on high impact.,
76738435d7814863,shopify,2023,# Things you should know,"This is not zero-sum work. Our product enables entrepreneurship to create new value for the world and unlocks unlimited personal growth for the people who build it. We all get shit done, ship fast, and learn. We operate on low process and high trust, and trade on impact. You have to care deeply about what you’re doing, and commit to continuously developing your craft, to keep pace here. That means Shopify is not the right place for everyone. If you prefer a prescriptive corporate structure and an in-person office environment, that’s not us. If you’re seeking hypergrowth, can solve complex problems, and can thrive on change (and a bit of chaos), you’ve found the right place. It’s time to find your role. (If you’re already the world’s best at something, hit VIP access at the top to convert your skills into high-performance Shopify roles.)",
e0f74535abfa8ba3,google,2017,Inclusion,We’re ensuring Google continues to be a fair and inclusive place to work for everyone.,
faffd8fc1f4a4146,stripe,2020,Support to do your best work,"We offer competitive and comprehensive benefits, though lots of companies can offer you those. We also have a rarer opportunity: The impact you can make from being at a nimble startup, working on a platform that operates at a significant (and quickly growing) scale.",
0f638d474d9d9baa,netflix,2025,ARTISTIC EXPRESSION,"Representation matters. Our members come from many different backgrounds and cultures, and they want to see a wide variety of stories and people on screen. This diversity is wonderful and it can create real tension since we all have such different views about what’s acceptable — and what’s harmful — on TV. While every show, film or game is different, we approach them with the same set of principles: we support the artistic expression of the creators we choose to work with; we program for a wide variety of audiences, cultures and tastes; and we provide ratings, content advisories and parental controls in multiple languages to help members choose what to watch or play. As employees, we support these principles, even if some stories run counter to our personal values. And we understand that, depending on our roles, we may need to work on TV shows, films or games we perceive to be harmful. If you’d find it hard to support the breadth of our slate, Netflix is probably not the best place for you.",
2221a66d49489c39,netflix,2012,Netflix Business Opportunity,"Consistently amazing, talented colleagues from whom you can learn and with whom you will do your best work Great business track record, with many years of growth ahead as streaming over the Internet expands We pay top of market to attract and keep the high performers every company wants Freedom and responsibility culture keeps us nimble Embracing innovation that pleases our members Small enough that you can make a difference, but big enough that we can transform an industry When you say where you work, your friends will remark ""oh, I love Netflix!""",
